Company1,Company2,ClusterID,Correlation,ADFStat,p-value
43225,43368,6798_2012,0.9725377366437506,-5.717742738294912,7.056633148456883e-07
43528,44869,6798_2013,0.9725377366437506,-5.717742738294912,7.056633148456883e-07
18379,38913,6798_2011,0.9725377366437506,-5.717742738294912,7.056633148456883e-07
19028,44057,6331_2013,0.973923381502787,-5.472745040196043,2.378511659912375e-06
41697,41950,6022_2012,0.9586802571875636,-5.313617629265273,5.13098891424759e-06
44059,44761,6022_2013,0.9586802571875636,-5.313617629265273,5.13098891424759e-06
12489,40701,6331_2011,0.9739233815027869,-5.294458472336728,5.62225008780795e-06
41339,42183,6331_2012,0.9739233815027869,-5.294458472336728,5.62225008780795e-06
41606,42327,6022_2012,0.9770644359580747,-5.29338440424307,5.651101013431358e-06
18388,39384,6022_2011,0.9770644359580748,-5.161567530643857,1.0527596503948923e-05
43467,45739,6022_2013,0.9770644359580748,-5.161567530643857,1.0527596503948923e-05
12336,41048,6022_2011,0.9586802571875636,-5.081587981296374,1.526463942751561e-05
18452,40311,5812_2011,0.9540462638089747,-4.814604259635876,5.099328526833143e-05
18819,42600,5812_2012,0.9540462638089747,-4.814604259635876,5.099328526833143e-05
12885,13006,5812_2013,0.9540462638089747,-4.814604259635876,5.099328526833143e-05
44857,45739,6022_2013,0.9649449628526288,-4.795583266907044,5.545393108126765e-05
39251,39384,6022_2011,0.9649449628526288,-4.795583266907044,5.545393108126765e-05
41118,41606,6022_2012,0.9649449628526288,-4.795583266907044,5.545393108126765e-05
41957,42115,6021_2012,0.9813640613786326,-4.789164538123699,5.7041965157077474e-05
44220,45239,6021_2013,0.9813640613786326,-4.789164538123699,5.7041965157077474e-05
39390,40950,6021_2011,0.9813640613786325,-4.701811696751003,8.349578905423472e-05
41592,41675,6022_2012,0.9787883234599372,-4.6389199214113646,0.00010943448949219837
44677,45627,6022_2013,0.9787883234599372,-4.6389199214113646,0.00010943448949219837
41625,42897,3823_2012,0.9524686433955812,-4.619521519335002,0.00011888057811875351
40251,40627,6022_2011,0.9787883234599372,-4.573016544388719,0.00014479874863500657
41788,41950,6022_2012,0.973031666339865,-4.530450950077381,0.00017317286874811988
44134,44761,6022_2013,0.973031666339865,-4.530450950077381,0.00017317286874811988
18826,43368,6798_2012,0.9610828851714351,-4.5236841308135105,0.00017814509825984858
19012,44869,6798_2013,0.9610828851714351,-4.5236841308135105,0.00017814509825984858
41542,42829,2273_2012,0.9690138524876788,-4.493772922304001,0.00020179772624446548
