Company1,Company2,ClusterID,Correlation,ADFStat,p-value
40428,40712,2_2011,0.9615918224854607,-6.435282989000473,1.658717554545814e-08
12844,45048,0_2013,0.9533033362779257,-6.018726984131839,1.511623978234517e-07
12416,40480,15_2011,0.9533033362779256,-5.9330306713833325,2.3560127410704501e-07
42079,18897,14_2012,0.9533033362779256,-5.9330306713833325,2.3560127410704501e-07
44190,44343,0_2013,0.9792385318519962,-5.5587663083777334,1.5590245631016339e-06
41375,41555,2_2012,0.979238531851996,-5.511888357712245,1.963713962975807e-06
18764,42185,4_2012,0.9653247585846997,-5.392991348978959,3.5039253028141097e-06
42910,42206,2_2012,0.976672187029655,-5.385253110155678,3.637338398516931e-06
18687,42967,2_2012,0.9760541335711815,-5.364473414863154,4.0204868543165225e-06
41351,42704,19_2012,0.9673614931905906,-5.357657806756964,4.154489575609839e-06
42031,41606,9_2012,0.9584042201198215,-5.3262949454816475,4.829110056689584e-06
44059,44761,4_2013,0.9586802571875636,-5.313617629265273,5.13098891424759e-06
44057,19028,3_2013,0.9739233815027869,-5.294458472336728,5.62225008780795e-06
41339,42183,12_2012,0.9739233815027869,-5.294458472336728,5.62225008780795e-06
12489,40701,6_2011,0.9739233815027869,-5.294458472336728,5.62225008780795e-06
39384,18388,2_2011,0.9770644359580747,-5.29338440424307,5.651101013431358e-06
41606,42327,9_2012,0.9770644359580747,-5.29338440424307,5.651101013431358e-06
18764,41208,4_2012,0.9543521881023703,-5.258289809981008,6.676946726763397e-06
39706,40504,5_2011,0.976672187029655,-5.231091513389835,7.59400081057128e-06
39488,40652,5_2011,0.966583892282643,-5.214823820343514,8.199641472703032e-06
44676,18930,19_2013,0.9739328270655087,-5.212091643023941,8.305846178900128e-06
40849,40893,8_2011,0.9739328270655087,-5.212091643023941,8.305846178900128e-06
43936,13062,4_2013,0.9615918224854608,-5.205246697463501,8.577805599725124e-06
43050,42542,9_2012,0.9615918224854608,-5.205246697463501,8.577805599725124e-06
43467,45739,4_2013,0.9770644359580748,-5.161567530643857,1.0527596503948923e-05
44416,19204,0_2013,0.9721639081277252,-5.153740941492276,1.09195960631746e-05
44931,45577,0_2013,0.9752706111912169,-5.149935471475464,1.1115262086487949e-05
42990,41952,0_2012,0.9733254420997406,-5.130179589018164,1.2186816761414683e-05
39749,40277,25_2011,0.9733254420997406,-5.130179589018164,1.2186816761414683e-05
44540,44864,0_2013,0.9733254420997406,-5.130179589018164,1.2186816761414683e-05
41485,42337,2_2012,0.9632354299749801,-5.128831575584705,1.226346567112612e-05
44076,18970,13_2013,0.9653247585846997,-5.111694848547295,1.3279437265728808e-05
42786,42307,2_2012,0.9665838922826429,-5.106531124468532,1.3601208861522355e-05
44119,13082,0_2013,0.9665838922826429,-5.106531124468532,1.3601208861522355e-05
42824,42405,2_2012,0.9803225900221124,-5.106385505091791,1.3610391353190592e-05
43252,42251,12_2012,0.9703040178207353,-5.0421437999927186,1.8303236211884268e-05
44559,45577,0_2013,0.972570698737708,-5.0343338022575805,1.8970559424716786e-05
41908,43178,10_2012,0.9739328270655085,-5.029189109550082,1.9422909836660325e-05
44656,44916,0_2013,0.9855327432578459,-5.020595058594867,2.020185779368166e-05
42385,42336,2_2012,0.9855327432578459,-5.020595058594867,2.020185779368166e-05
18687,41124,2_2012,0.9725706987377081,-4.989401793247535,2.3290342705388823e-05
39290,39918,25_2011,0.9725706987377081,-4.989401793247535,2.3290342705388823e-05
41116,42491,5_2012,0.986302945122753,-4.986265862559361,2.3624896386165957e-05
40311,18452,1_2011,0.9540462638089748,-4.985504597894604,2.3706807321186525e-05
41550,42385,2_2012,0.9833232012868642,-4.980948306768815,2.420281027810268e-05
44256,45382,0_2013,0.9602875692693331,-4.976294136903073,2.471979001387533e-05
41697,43050,9_2012,0.9555280459322074,-4.96176074777816,2.640355709363198e-05
41048,40712,2_2011,0.9555280459322074,-4.96176074777816,2.640355709363198e-05
41512,42219,9_2012,0.9896879033679273,-4.950449675670088,2.7789936430345163e-05
39384,39547,2_2011,0.9584042201198216,-4.9496034376339955,2.7896431370273705e-05
40660,40706,3_2011,0.9640792396497332,-4.947989848140752,2.8100584161495257e-05
39547,18388,2_2011,0.9599175044452445,-4.940679511430744,2.904366147414748e-05
42031,42327,9_2012,0.9599175044452445,-4.940679511430744,2.904366147414748e-05
41814,42910,2_2012,0.9644362669268236,-4.936546609118265,2.959024162579198e-05
39701,40403,2_2011,0.9896879033679272,-4.9293442741527835,3.056651292626225e-05
19227,43412,4_2013,0.9896879033679272,-4.9293442741527835,3.056651292626225e-05
41176,41900,21_2012,0.9531715855132109,-4.90597445198184,3.395245093203414e-05
44416,45734,0_2013,0.9624816585517445,-4.903718258607706,3.4297811035929564e-05
18853,42776,7_2012,0.9532520757799301,-4.900087371395171,3.486070580342412e-05
19182,45595,12_2013,0.9532520757799301,-4.900087371395171,3.486070580342412e-05
38880,40334,20_2011,0.9532520757799301,-4.900087371395171,3.486070580342412e-05
44000,12844,0_2013,0.9502829716120954,-4.874859769956382,3.902444419431281e-05
44869,43528,6_2013,0.9725377366437506,-4.873572854100551,3.9249188719903904e-05
43368,43225,6_2012,0.9725377366437506,-4.873572854100551,3.9249188719903904e-05
38913,18379,14_2011,0.9725377366437506,-4.873572854100551,3.9249188719903904e-05
12288,40918,2_2011,0.9644701888803449,-4.863252774189919,4.1097021773279695e-05
43960,44458,4_2013,0.9644701888803449,-4.863252774189919,4.1097021773279695e-05
40408,39027,5_2011,0.9859505824168417,-4.8569999587488635,4.225698367762688e-05
42010,42336,2_2012,0.9859505824168417,-4.8569999587488635,4.225698367762688e-05
12940,44916,0_2013,0.9859505824168417,-4.8569999587488635,4.225698367762688e-05
44413,45148,0_2013,0.9791982960190256,-4.85116199537494,4.33683422855925e-05
12777,42461,2_2012,0.9791982960190256,-4.85116199537494,4.33683422855925e-05
44413,44916,0_2013,0.978972045748139,-4.838631061055,4.5849444600122066e-05
12777,42336,2_2012,0.978972045748139,-4.838631061055,4.5849444600122066e-05
43936,44059,4_2013,0.9555280459322074,-4.833998362662772,4.68007871697484e-05
43832,19175,4_2013,0.9601015889376124,-4.822490362936269,4.9246750692236356e-05
12885,13006,10_2013,0.9540462638089747,-4.814604259635876,5.099328526833143e-05
44656,45434,0_2013,0.9833232012868642,-4.8112347696602225,5.1757521698537166e-05
12894,18970,13_2013,0.9543521881023704,-4.797889401727182,5.4893806288263854e-05
43899,44837,0_2013,0.9587633678997598,-4.790099585251546,5.680794343531934e-05
44220,45239,4_2013,0.9813640613786326,-4.789164538123699,5.7041965157077474e-05
41957,42115,9_2012,0.9813640613786326,-4.789164538123699,5.7041965157077474e-05
39986,40311,1_2011,0.9500240970822346,-4.781561242822841,5.8979543607928154e-05
44559,44931,0_2013,0.9737614885182083,-4.754144959553202,6.650386036629136e-05
41575,43298,9_2012,0.9601015889376124,-4.752887493453562,6.687015859239722e-05
18853,42324,7_2012,0.9533266725278129,-4.73350511552581,7.276676590217079e-05
38880,12370,20_2011,0.9533266725278129,-4.73350511552581,7.276676590217079e-05
39209,40367,5_2011,0.9715367828533301,-4.719190692482829,7.743800905520743e-05
40367,39027,5_2011,0.9760168863767182,-4.7124605049626,7.973225938336078e-05
44256,44916,0_2013,0.9760168863767182,-4.7124605049626,7.973225938336078e-05
39514,12265,5_2011,0.982262271967179,-4.69416690022029,8.630185243294587e-05
42824,42730,2_2012,0.9523408195523263,-4.694039378047196,8.634941670474352e-05
40120,40713,5_2011,0.9520729318979273,-4.690474010551468,8.768945720337098e-05
39462,38880,20_2011,0.9588085430492679,-4.672252931704083,9.485434811629108e-05
44161,19182,12_2013,0.9588085430492679,-4.672252931704083,9.485434811629108e-05
45310,45362,12_2013,0.9504015349093513,-4.660910806535821,9.959345640833908e-05
43899,44280,0_2013,0.9738738387312079,-4.660557713299288,9.974456362478581e-05
18457,39063,5_2011,0.9523408195523263,-4.64762234783486,0.00010543385614224582
39311,39694,25_2011,0.97545929348489,-4.644309586287083,0.00010694002295251897
41637,42182,2_2012,0.9822622719671789,-4.642967960385064,0.00010755583158832612
44256,44656,0_2013,0.9798229671021753,-4.639551703340318,0.00010913923477051268
41790,42405,2_2012,0.9754592934848899,-4.637339897223284,0.00011017623664261999
44217,43648,4_2013,0.9558437621064955,-4.634758662269577,0.00011139834768308076
39839,40367,5_2011,0.9711734056588005,-4.634324900625732,0.00011160498310371467
43496,43847,2_2013,0.9552450461783708,-4.631884743896178,0.00011277426560958652
44256,45148,0_2013,0.9715367828533302,-4.629739942534759,0.000113811672893216
12468,39938,5_2011,0.9752387489199703,-4.595008115670905,0.00013193404049615336
42079,41925,14_2012,0.9549959173334596,-4.593296316674925,0.00013289492836668175
12468,40504,5_2011,0.9545294136046335,-4.590679910486139,0.00013437651302457295
40367,40408,5_2011,0.9691002387166513,-4.587861844212248,0.00013598991199809877
44256,12940,0_2013,0.9691002387166513,-4.587861844212248,0.00013598991199809877
39001,40069,4_2011,0.9549064158418419,-4.58473547552004,0.00013780143726500443
41124,42967,2_2012,0.965717050673404,-4.57976263423544,0.00014073037478416292
40078,40367,5_2011,0.9825735626172284,-4.5788487394543695,0.00014127506476809603
41790,43077,2_2012,0.9803262344175064,-4.578047444957728,0.0001417542974625682
44256,45434,0_2013,0.9711734056588004,-4.577616039209306,0.0001420129512033532
40498,40601,24_2011,0.9528326787147002,-4.576196381841788,0.00014286730230899755
45726,45008,2_2013,0.9884364208020361,-4.5710792397938595,0.00014598765254941195
39052,40711,5_2011,0.9632354299749802,-4.570450810753244,0.00014637530799347664
41550,42336,2_2012,0.9844871866933712,-4.570241782955303,0.00014650446713399988
39839,39027,5_2011,0.9844871866933712,-4.570241782955303,0.00014650446713399988
39789,12416,15_2011,0.9549959173334596,-4.569900507363409,0.00014671557626921662
44481,45284,8_2013,0.9723003789820022,-4.569346472542856,0.00014705891348369658
40669,40874,7_2011,0.9723003789820022,-4.569346472542856,0.00014705891348369658
40120,40711,5_2011,0.9572179665690432,-4.5681095686183575,0.00014782819287393782
44044,19227,4_2013,0.9781878453017561,-4.567752358310233,0.00014805106899942237
42851,42219,9_2012,0.9781878453017561,-4.567752358310233,0.00014805106899942237
39311,39334,25_2011,0.9713637272151754,-4.555144493188211,0.000156125932497404
12344,40588,5_2011,0.9852162844709162,-4.55385873023786,0.00015697260035737922
41550,42010,2_2012,0.9825699656665823,-4.547285315837943,0.00016136995576267825
39839,40408,5_2011,0.9825699656665823,-4.547285315837943,0.00016136995576267825
44262,44228,2_2013,0.9852162844709164,-4.542721487856122,0.00016449173240397412
